TIME,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,ADC_48_0,ADC_48_1,ADC_48_2,ADC_48_3,PM_1,PM_25,PM_10
2020-09-02T20:34:19Z,26.72,60.89,99,0,27.28,101.84,0.00,400.00,0.209906,0.216570,0.226617,0.215273,null,null,null
2020-09-02T20:34:49Z,26.71,60.89,99,0,27.06,101.84,0.00,400.00,0.209203,0.216609,0.226758,0.214398,null,null,null
2020-09-02T20:35:19Z,26.72,60.87,99,0,29.41,101.84,0.00,402.00,0.209562,0.217453,0.230320,0.215547,null,null,null
2020-09-02T20:35:49Z,26.72,60.86,99,0,27.84,101.84,0.00,402.00,0.209391,0.217219,0.228008,0.215422,null,null,null
2020-09-02T20:36:19Z,26.72,60.86,99,0,50.97,101.84,0.00,402.00,0.206375,0.216906,0.227016,0.215305,null,null,null
2020-09-02T20:36:49Z,26.73,60.85,99,0,29.50,101.84,0.00,402.00,0.209367,0.216805,0.226953,0.214859,null,null,null
2020-09-02T20:37:19Z,26.72,60.86,99,0,26.46,101.84,0.00,400.00,0.211102,0.217266,0.228188,0.214352,null,null,null
2020-09-02T20:37:49Z,26.71,60.83,99,0,33.62,101.84,0.00,400.00,0.208930,0.216508,0.227820,0.214750,null,null,null
2020-09-02T20:38:19Z,26.73,60.83,99,0,26.99,101.84,0.00,400.00,0.208984,0.217039,0.227930,0.215289,null,null,null
2020-09-02T20:38:49Z,26.69,60.89,99,0,28.27,101.84,0.00,400.00,0.210859,0.217164,0.227961,0.214766,null,null,null
2020-09-02T20:39:19Z,26.71,60.90,99,0,36.91,101.84,0.00,400.00,0.209672,0.217797,0.226773,0.214539,null,null,null
2020-09-02T20:39:49Z,26.71,60.82,99,0,28.17,101.85,0.00,400.00,0.210820,0.216688,0.228062,0.215234,null,null,null
2020-09-02T20:40:19Z,26.72,60.82,99,0,28.68,101.84,0.00,400.00,0.208773,0.215687,0.228391,0.214852,null,null,null
2020-09-02T20:40:49Z,26.72,60.84,99,0,24.65,101.84,0.00,400.00,0.209891,0.217719,0.228789,0.215484,null,null,null
2020-09-02T20:41:19Z,26.73,60.87,99,0,27.28,101.84,0.00,400.00,0.209023,0.215859,0.228336,0.214813,null,null,null
2020-09-02T20:41:49Z,26.72,60.86,99,0,26.16,101.84,0.00,400.00,0.210164,0.216266,0.229102,0.215047,null,null,null
2020-09-02T20:42:19Z,26.71,60.85,99,0,25.73,101.84,0.00,400.00,0.208805,0.216625,0.226430,0.214305,null,null,null
2020-09-02T20:42:49Z,26.72,60.80,99,0,32.94,101.85,0.00,400.00,0.209641,0.216531,0.227906,0.214727,null,null,null
2020-09-02T20:43:19Z,26.71,60.84,99,0,28.50,101.85,0.00,403.00,0.209344,0.216477,0.227984,0.214648,null,null,null
2020-09-02T20:43:49Z,26.73,60.83,99,0,27.49,101.84,0.00,403.00,0.210047,0.217344,0.227742,0.215656,null,null,null
2020-09-02T20:44:19Z,26.73,60.86,99,0,32.37,101.85,0.00,403.00,0.208148,0.215344,0.225977,0.213734,null,null,null
2020-09-02T20:44:49Z,26.72,60.85,99,0,38.05,101.85,0.00,403.00,0.207078,0.215781,0.227391,0.214719,null,null,null
2020-09-02T20:45:19Z,26.72,60.82,99,0,39.45,101.85,0.00,403.00,0.209148,0.216172,0.227555,0.214422,null,null,null
2020-09-02T20:45:49Z,26.73,60.81,99,0,41.65,101.85,0.00,403.00,0.210391,0.216945,0.228977,0.215148,null,null,null
2020-09-02T20:46:19Z,26.69,60.82,99,0,26.26,101.85,0.00,403.00,0.208656,0.216180,0.227305,0.214805,null,null,null
2020-09-02T20:46:49Z,26.72,60.81,99,0,27.16,101.85,0.00,403.00,0.210250,0.217086,0.227367,0.215172,null,null,null
2020-09-02T20:47:19Z,26.72,60.82,99,0,27.60,101.85,4.00,428.00,0.208734,0.216484,0.225766,0.215125,null,null,null
2020-09-02T20:47:49Z,26.73,60.83,99,0,26.46,101.85,4.00,428.00,0.209453,0.215844,0.227570,0.214766,null,null,null
2020-09-02T20:48:19Z,26.73,60.83,99,0,31.35,101.85,3.00,424.00,0.209156,0.216312,0.226680,0.214906,null,null,null
2020-09-02T20:48:49Z,26.72,60.85,99,0,29.84,101.85,3.00,424.00,0.211070,0.217180,0.228211,0.214602,null,null,null
2020-09-02T20:49:19Z,26.72,60.85,99,0,27.62,101.85,4.00,428.00,0.208430,0.216359,0.228625,0.214648,null,null,null
2020-09-02T20:49:49Z,26.73,60.82,99,0,26.55,101.85,4.00,428.00,0.209445,0.217406,0.226711,0.215219,null,null,null
2020-09-02T20:50:19Z,26.71,60.83,99,0,26.60,101.85,3.00,424.00,0.207867,0.216000,0.229125,0.214992,null,null,null
2020-09-02T20:50:49Z,26.72,60.83,99,0,37.48,101.85,3.00,424.00,0.208078,0.216781,0.227867,0.214664,null,null,null
2020-09-02T20:51:19Z,26.71,60.82,99,0,28.60,101.85,4.00,428.00,0.209992,0.217281,0.228188,0.215469,null,null,null
2020-09-02T20:51:49Z,26.72,60.83,99,0,27.08,101.85,4.00,428.00,0.208359,0.215680,0.227625,0.213656,null,null,null
2020-09-02T20:52:19Z,26.72,60.83,99,0,36.21,101.85,3.00,424.00,0.210328,0.216695,0.229320,0.215328,null,null,null
2020-09-02T20:52:49Z,26.72,60.83,99,0,27.42,101.85,3.00,424.00,0.207312,0.216500,0.226906,0.214336,null,null,null
2020-09-02T20:53:19Z,26.72,60.81,99,0,27.66,101.85,3.00,424.00,0.209922,0.216953,0.227305,0.215297,null,null,null
2020-09-02T20:53:49Z,26.71,60.77,99,0,33.46,101.85,3.00,424.00,0.208406,0.215875,0.226953,0.214578,null,null,null
2020-09-02T20:54:19Z,26.71,60.80,99,0,25.03,101.85,3.00,424.00,0.209172,0.216344,0.227211,0.215562,null,null,null
2020-09-02T20:54:49Z,26.72,60.85,99,0,25.19,101.86,3.00,424.00,0.208687,0.216734,0.228547,0.215453,null,null,null
2020-09-02T20:55:19Z,26.72,60.81,99,0,27.40,101.85,4.00,428.00,0.208719,0.216984,0.228844,0.215438,null,null,null
2020-09-02T20:55:49Z,26.71,60.82,99,0,29.01,101.85,4.00,428.00,0.209250,0.216391,0.227633,0.215578,null,null,null
2020-09-02T20:56:19Z,26.71,60.86,99,0,33.32,101.85,4.00,428.00,0.209195,0.216422,0.227094,0.214477,null,null,null
2020-09-02T20:56:49Z,26.72,60.79,99,0,37.93,101.85,4.00,428.00,0.208703,0.215625,0.227727,0.215156,null,null,null
2020-09-02T20:57:19Z,26.71,60.81,99,0,39.76,101.85,3.00,422.00,0.209484,0.216797,0.229594,0.214586,null,null,null
2020-09-02T20:57:49Z,26.72,60.81,99,0,30.31,101.85,3.00,422.00,0.210117,0.216461,0.226156,0.214461,null,null,null
2020-09-02T20:58:19Z,26.71,60.79,99,0,29.90,101.85,5.00,434.00,0.210781,0.217242,0.226008,0.214352,null,null,null
2020-09-02T20:58:49Z,26.71,60.80,99,0,41.31,101.85,5.00,434.00,0.208844,0.216859,0.227313,0.214781,null,null,null
2020-09-02T20:59:19Z,26.72,60.85,99,0,26.55,101.85,3.00,424.00,0.210781,0.216820,0.227695,0.214539,null,null,null
2020-09-02T20:59:49Z,26.72,60.82,99,0,27.42,101.85,3.00,424.00,0.208500,0.216930,0.227023,0.215062,null,null,null
2020-09-02T21:00:19Z,26.69,60.80,99,0,33.66,101.85,5.00,434.00,0.210219,0.218047,0.229445,0.214852,null,null,null
2020-09-02T21:00:49Z,26.71,60.80,99,0,32.42,101.85,5.00,434.00,0.208930,0.216469,0.228906,0.215227,null,null,null
2020-09-02T21:01:19Z,26.73,60.81,99,0,28.51,101.85,3.00,424.00,0.210773,0.217406,0.228117,0.214570,null,null,null
2020-09-02T21:01:49Z,26.69,60.78,99,0,31.35,101.85,3.00,424.00,0.208805,0.215969,0.227836,0.215000,null,null,null
2020-09-02T21:02:19Z,26.72,60.80,99,0,42.70,101.85,3.00,424.00,0.209734,0.217578,0.228734,0.214953,null,null,null
2020-09-02T21:02:49Z,26.72,60.83,99,0,32.68,101.85,3.00,424.00,0.208703,0.217203,0.227398,0.214547,null,null,null
2020-09-02T21:03:19Z,26.71,60.80,99,0,27.80,101.85,3.00,424.00,0.210406,0.217266,0.227875,0.214367,null,null,null
2020-09-02T21:03:49Z,26.71,60.81,99,0,27.62,101.85,3.00,424.00,0.210406,0.217273,0.227281,0.214945,null,null,null
2020-09-02T21:04:19Z,26.71,60.82,99,0,26.71,101.85,5.00,434.00,0.209523,0.216102,0.227484,0.215016,null,null,null
2020-09-02T21:04:49Z,26.73,60.80,99,0,27.26,101.85,5.00,434.00,0.210336,0.217250,0.230086,0.215625,null,null,null
2020-09-02T21:05:19Z,26.71,60.79,99,0,28.28,101.86,5.00,434.00,0.208586,0.216070,0.228906,0.215023,null,null,null
2020-09-02T21:05:49Z,26.69,60.80,99,0,27.94,101.85,5.00,434.00,0.210008,0.216484,0.228000,0.215547,null,null,null
2020-09-02T21:06:19Z,26.69,60.75,99,0,31.34,101.86,4.00,428.00,0.208969,0.216523,0.228062,0.215742,null,null,null
2020-09-02T21:06:49Z,26.71,60.83,99,0,27.42,101.85,4.00,428.00,0.208531,0.216906,0.229031,0.215687,null,null,null
2020-09-02T21:07:19Z,26.73,60.77,99,0,27.77,101.85,4.00,428.00,0.209531,0.216289,0.226242,0.214336,null,null,null
2020-09-02T21:07:49Z,26.73,60.81,99,0,27.71,101.85,4.00,428.00,0.209320,0.216523,0.228078,0.214781,null,null,null
2020-09-02T21:08:19Z,26.72,60.80,99,0,30.29,101.85,4.00,428.00,0.209586,0.217227,0.228758,0.215984,null,null,null
2020-09-02T21:08:49Z,26.71,60.83,99,0,27.89,101.85,4.00,428.00,0.208047,0.216711,0.226234,0.214109,null,null,null
2020-09-02T21:09:19Z,26.72,60.81,99,0,30.78,101.86,3.00,424.00,0.208961,0.216227,0.227047,0.215047,null,null,null
2020-09-02T21:09:49Z,26.69,60.79,99,0,28.17,101.86,3.00,424.00,0.209047,0.216422,0.228453,0.215461,null,null,null
2020-09-02T21:10:19Z,26.71,60.80,99,0,28.78,101.86,3.00,424.00,0.211406,0.216227,0.228172,0.215148,null,null,null
2020-09-02T21:10:49Z,26.71,60.81,99,0,29.04,101.86,3.00,424.00,0.208586,0.217023,0.226703,0.215445,null,null,null
2020-09-02T21:11:19Z,26.71,60.81,99,0,31.60,101.86,3.00,424.00,0.209258,0.215844,0.229563,0.215312,null,null,null
2020-09-02T21:11:49Z,26.72,60.79,99,0,30.42,101.86,3.00,424.00,0.208750,0.216406,0.230023,0.215008,null,null,null
2020-09-02T21:12:19Z,26.71,60.78,99,0,27.96,101.86,3.00,424.00,0.208203,0.216570,0.227266,0.215141,null,null,null
2020-09-02T21:12:49Z,26.72,60.76,99,0,24.03,101.86,3.00,424.00,0.208914,0.216508,0.229438,0.215852,null,null,null
2020-09-02T21:13:19Z,26.68,60.81,99,0,27.38,101.87,5.00,434.00,0.209688,0.217211,0.225828,0.214367,null,null,null
2020-09-02T21:13:49Z,26.72,60.81,99,0,29.13,101.86,5.00,434.00,0.210945,0.218211,0.226859,0.214703,null,null,null
2020-09-02T21:14:19Z,26.71,60.79,99,0,26.55,101.87,5.00,434.00,0.208641,0.216477,0.228437,0.215047,null,null,null
2020-09-02T21:14:49Z,26.69,60.76,99,0,25.95,101.87,5.00,434.00,0.209164,0.216117,0.229430,0.215953,null,null,null
2020-09-02T21:15:19Z,26.69,60.82,99,0,27.08,101.87,4.00,428.00,0.208258,0.215453,0.228148,0.214977,null,null,null
2020-09-02T21:15:49Z,26.69,60.79,99,0,27.14,101.87,4.00,428.00,0.209891,0.216805,0.227414,0.214406,null,null,null
2020-09-02T21:16:19Z,26.71,60.78,99,0,27.99,101.87,4.00,428.00,0.209531,0.216609,0.228680,0.214914,null,null,null
2020-09-02T21:16:49Z,26.71,60.83,99,0,27.90,101.87,4.00,428.00,0.210383,0.217398,0.228133,0.215492,null,null,null
2020-09-02T21:17:19Z,26.73,60.80,99,0,28.23,101.87,4.00,428.00,0.209609,0.217461,0.228414,0.214711,null,null,null
2020-09-02T21:17:49Z,26.71,60.74,99,0,30.60,101.87,4.00,428.00,0.209398,0.217570,0.228617,0.215484,null,null,null
2020-09-02T21:18:19Z,26.72,60.76,99,0,25.09,101.87,4.00,428.00,0.210609,0.218133,0.228352,0.215406,null,null,null
2020-09-02T21:18:49Z,26.71,60.79,99,0,29.28,101.87,4.00,428.00,0.210406,0.217242,0.227141,0.214617,null,null,null
2020-09-02T21:19:19Z,26.72,60.77,99,0,28.66,101.87,4.00,428.00,0.208750,0.216516,0.228781,0.215258,null,null,null
2020-09-02T21:19:49Z,26.71,60.77,99,0,27.32,101.87,4.00,428.00,0.210320,0.216891,0.225883,0.214766,null,null,null
2020-09-02T21:20:19Z,26.69,60.79,99,0,26.00,101.87,4.00,428.00,0.210047,0.216914,0.226914,0.213961,null,null,null
2020-09-02T21:20:49Z,26.69,60.76,99,0,30.44,101.87,4.00,428.00,0.210648,0.217586,0.228555,0.215055,null,null,null
2020-09-02T21:21:19Z,26.72,60.84,99,0,28.15,101.87,3.00,424.00,0.209094,0.216937,0.230297,0.215656,null,null,null
2020-09-02T21:21:49Z,26.69,60.84,99,0,33.63,101.87,3.00,424.00,0.209172,0.215789,0.229375,0.214828,null,null,null
2020-09-02T21:22:19Z,26.69,60.81,99,0,28.55,101.87,4.00,428.00,0.209063,0.216359,0.229414,0.215477,null,null,null
2020-09-02T21:22:49Z,26.71,60.81,99,0,31.48,101.87,4.00,428.00,0.209273,0.216805,0.229102,0.215672,null,null,null
2020-09-02T21:23:19Z,26.71,60.80,99,0,27.85,101.87,5.00,434.00,0.207617,0.217320,0.228563,0.215086,null,null,null
2020-09-02T21:23:49Z,26.72,60.83,99,0,32.42,101.87,5.00,434.00,0.210203,0.216320,0.229734,0.215492,null,null,null
2020-09-02T21:24:19Z,26.71,60.80,99,0,26.95,101.88,4.00,428.00,0.208570,0.215867,0.227070,0.214961,null,null,null
2020-09-02T21:24:49Z,26.73,60.77,99,0,29.68,101.88,4.00,428.00,0.210734,0.216664,0.227867,0.215297,null,null,null
2020-09-02T21:25:19Z,26.69,60.80,99,0,37.26,101.88,3.00,424.00,0.210680,0.217359,0.228766,0.215531,null,null,null
2020-09-02T21:25:49Z,26.73,60.77,99,0,26.60,101.88,3.00,424.00,0.209813,0.216750,0.226734,0.214414,null,null,null
2020-09-02T21:26:19Z,26.72,60.76,99,0,26.82,101.88,5.00,434.00,0.210063,0.217367,0.226305,0.214922,null,null,null
2020-09-02T21:26:49Z,26.72,60.75,99,0,32.89,101.88,5.00,434.00,0.209266,0.217148,0.228641,0.215547,null,null,null
2020-09-02T21:27:19Z,26.71,60.77,99,0,29.72,101.88,5.00,434.00,0.208555,0.217250,0.228813,0.215453,null,null,null
2020-09-02T21:27:49Z,26.69,60.76,99,0,30.57,101.88,5.00,434.00,0.208219,0.215531,0.228813,0.215570,null,null,null
2020-09-02T21:28:19Z,26.72,60.71,99,0,28.25,101.88,4.00,428.00,0.209672,0.217891,0.226797,0.214680,null,null,null
2020-09-02T21:28:49Z,26.71,60.78,99,0,28.89,101.88,4.00,428.00,0.209094,0.216102,0.228398,0.215273,null,null,null
2020-09-02T21:29:19Z,26.69,60.75,99,0,31.28,101.88,4.00,428.00,0.208773,0.215445,0.230203,0.214898,null,null,null
2020-09-02T21:29:49Z,26.69,60.76,99,0,26.57,101.88,4.00,428.00,0.210477,0.217000,0.228477,0.215234,null,null,null
2020-09-02T21:30:19Z,26.71,60.77,99,0,25.92,101.88,5.00,434.00,0.211031,0.216781,0.229969,0.215898,null,null,null
2020-09-02T21:30:49Z,26.68,60.76,99,0,39.18,101.88,5.00,434.00,0.209180,0.216648,0.227250,0.214297,null,null,null
2020-09-02T21:31:19Z,26.71,60.77,99,0,26.38,101.88,5.00,435.00,0.209648,0.216930,0.226812,0.214437,null,null,null
2020-09-02T21:31:49Z,26.71,60.79,99,0,27.62,101.88,5.00,435.00,0.208414,0.216141,0.228563,0.215961,null,null,null
2020-09-02T21:32:19Z,26.71,60.74,99,0,31.86,101.88,4.00,428.00,0.209562,0.216703,0.228445,0.214828,null,null,null
2020-09-02T21:32:49Z,26.71,60.77,99,0,29.30,101.88,4.00,428.00,0.211258,0.217500,0.227461,0.215195,null,null,null
2020-09-02T21:33:19Z,26.69,60.76,99,0,27.99,101.88,5.00,434.00,0.209516,0.217305,0.227273,0.214992,null,null,null
2020-09-02T21:33:49Z,26.71,60.80,99,0,40.89,101.88,5.00,434.00,0.210719,0.217477,0.228188,0.214844,null,null,null
2020-09-02T21:34:19Z,26.71,60.76,99,0,26.57,101.88,5.00,435.00,0.209367,0.216680,0.228406,0.214836,null,null,null
2020-09-02T21:34:49Z,26.71,60.76,99,0,28.20,101.88,5.00,435.00,0.210562,0.216984,0.228836,0.215117,null,null,null
2020-09-02T21:35:19Z,26.71,60.78,99,0,36.26,101.88,5.00,435.00,0.208242,0.217219,0.228391,0.215328,null,null,null
2020-09-02T21:35:49Z,26.66,60.77,99,0,29.00,101.88,5.00,435.00,0.210344,0.217023,0.229211,0.215664,null,null,null
2020-09-02T21:36:19Z,26.71,60.78,99,0,27.10,101.88,5.00,434.00,0.208148,0.216906,0.227922,0.215195,null,null,null
2020-09-02T21:36:49Z,26.71,60.76,99,0,31.85,101.88,5.00,434.00,0.209898,0.216844,0.228437,0.215352,null,null,null
2020-09-02T21:37:19Z,26.71,60.75,99,0,40.83,101.88,5.00,434.00,0.208562,0.216023,0.228117,0.214656,null,null,null
2020-09-02T21:37:49Z,26.71,60.77,99,0,27.73,101.88,5.00,434.00,0.210164,0.216195,0.225977,0.214102,null,null,null
2020-09-02T21:38:19Z,26.69,60.71,99,0,29.49,101.88,5.00,434.00,0.209969,0.217586,0.226977,0.214469,null,null,null
2020-09-02T21:38:49Z,26.71,60.73,99,0,28.91,101.88,5.00,434.00,0.210773,0.218117,0.229070,0.215805,null,null,null
2020-09-02T21:39:19Z,26.73,60.77,99,0,27.49,101.88,5.00,439.00,0.209586,0.216328,0.228672,0.215430,null,null,null
2020-09-02T21:39:49Z,26.68,60.72,99,0,30.47,101.88,5.00,439.00,0.207914,0.215719,0.229281,0.216125,null,null,null
2020-09-02T21:40:19Z,26.68,60.79,99,0,33.80,101.88,5.00,439.00,0.210109,0.217117,0.227617,0.214148,null,null,null
2020-09-02T21:40:49Z,26.68,60.80,99,0,27.84,101.88,5.00,439.00,0.210531,0.217484,0.227023,0.214617,null,null,null
2020-09-02T21:41:19Z,26.69,60.74,99,0,39.36,101.88,5.00,434.00,0.210523,0.217430,0.227328,0.215312,null,null,null
2020-09-02T21:41:49Z,26.69,60.79,99,0,29.36,101.88,5.00,434.00,0.210328,0.216242,0.226469,0.215148,null,null,null
2020-09-02T21:42:19Z,26.72,60.75,99,0,28.01,101.88,6.00,441.00,0.208766,0.216797,0.228047,0.214281,null,null,null
2020-09-02T21:42:49Z,26.69,60.80,99,0,27.30,101.89,6.00,441.00,0.211063,0.217719,0.227578,0.215039,null,null,null
2020-09-02T21:43:19Z,26.68,60.80,99,0,27.08,101.88,6.00,445.00,0.210133,0.216781,0.228164,0.215367,null,null,null
2020-09-02T21:43:49Z,26.71,60.76,99,0,28.71,101.88,6.00,445.00,0.207891,0.216984,0.228523,0.215570,null,null,null
2020-09-02T21:44:19Z,26.71,60.81,99,0,27.02,101.88,5.00,434.00,0.210016,0.217023,0.227383,0.215094,null,null,null
2020-09-02T21:44:49Z,26.69,60.77,99,0,26.73,101.88,5.00,434.00,0.209156,0.217047,0.228914,0.215078,null,null,null
2020-09-02T21:45:19Z,26.72,60.74,99,0,26.43,101.88,6.00,445.00,0.207906,0.215086,0.228148,0.215148,null,null,null
2020-09-02T21:45:49Z,26.72,60.79,99,0,27.77,101.88,6.00,445.00,0.209883,0.216758,0.228352,0.215086,null,null,null
2020-09-02T21:46:19Z,26.69,60.75,99,0,28.61,101.88,6.00,445.00,0.209453,0.217055,0.228563,0.215453,null,null,null
2020-09-02T21:46:49Z,26.68,60.70,99,0,28.84,101.88,6.00,445.00,0.207742,0.216172,0.228570,0.215867,null,null,null
2020-09-02T21:47:19Z,26.72,60.73,99,0,26.89,101.89,7.00,450.00,0.209187,0.216078,0.229625,0.215641,null,null,null
2020-09-02T21:47:49Z,26.71,60.73,99,0,26.31,101.88,7.00,450.00,0.210086,0.217344,0.228250,0.215266,null,null,null
2020-09-02T21:48:19Z,26.72,60.77,99,0,34.83,101.89,7.00,450.00,0.209766,0.216289,0.226805,0.214516,null,null,null
2020-09-02T21:48:49Z,26.69,60.76,99,0,26.34,101.89,7.00,450.00,0.208891,0.217172,0.228258,0.214602,null,null,null
2020-09-02T21:49:19Z,26.71,60.75,99,0,27.22,101.89,7.00,448.00,0.210727,0.216117,0.228156,0.215086,null,null,null
2020-09-02T21:49:49Z,26.71,60.74,99,0,37.59,101.89,7.00,448.00,0.210125,0.217508,0.227812,0.214953,null,null,null
2020-09-02T21:50:19Z,26.72,60.77,99,0,26.41,101.89,7.00,448.00,0.210797,0.216391,0.227445,0.214813,null,null,null
2020-09-02T21:50:49Z,26.69,60.74,99,0,24.93,101.89,7.00,448.00,0.211836,0.217844,0.229445,0.215453,null,null,null
2020-09-02T21:51:19Z,26.69,60.70,99,0,26.43,101.89,7.00,448.00,0.208781,0.216539,0.229383,0.215305,null,null,null
2020-09-02T21:51:49Z,26.69,60.73,99,0,28.51,101.89,7.00,448.00,0.209336,0.216750,0.229484,0.216102,null,null,null
2020-09-02T21:52:19Z,26.71,60.71,99,0,25.59,101.88,8.00,454.00,0.208258,0.215625,0.227094,0.214195,null,null,null
2020-09-02T21:52:49Z,26.72,60.75,99,0,26.97,101.89,8.00,454.00,0.209141,0.217258,0.228109,0.215203,null,null,null
2020-09-02T21:53:19Z,26.72,60.77,99,0,26.82,101.89,8.00,459.00,0.208961,0.217633,0.229586,0.215766,null,null,null
2020-09-02T21:53:49Z,26.69,60.72,99,0,27.51,101.89,8.00,459.00,0.208930,0.215953,0.228047,0.215453,null,null,null
2020-09-02T21:54:19Z,26.71,60.73,99,0,32.14,101.89,7.00,448.00,0.209414,0.216836,0.227266,0.215023,null,null,null
2020-09-02T21:54:49Z,26.69,60.75,99,0,36.11,101.89,7.00,448.00,0.210180,0.216734,0.228109,0.215180,null,null,null
2020-09-02T21:55:19Z,26.69,60.76,99,0,26.87,101.89,8.00,459.00,0.209195,0.216609,0.227617,0.215219,null,null,null
2020-09-02T21:55:49Z,26.71,60.75,99,0,28.76,101.89,8.00,459.00,0.209484,0.216695,0.228836,0.215562,null,null,null
2020-09-02T21:56:19Z,26.69,60.73,99,0,26.57,101.89,8.00,454.00,0.209742,0.216594,0.228266,0.215320,null,null,null
2020-09-02T21:56:49Z,26.71,60.74,99,0,26.82,101.89,8.00,454.00,0.209203,0.217055,0.229375,0.215414,null,null,null
2020-09-02T21:57:19Z,26.71,60.73,99,0,30.16,101.89,8.00,459.00,0.209344,0.216367,0.228719,0.215633,null,null,null
2020-09-02T21:57:49Z,26.69,60.72,99,0,27.45,101.89,8.00,459.00,0.208070,0.216656,0.226906,0.214633,null,null,null
2020-09-02T21:58:19Z,26.68,60.82,99,0,26.93,101.89,8.00,459.00,0.211234,0.217672,0.227516,0.215062,null,null,null
2020-09-02T21:58:49Z,26.68,60.79,99,0,26.57,101.89,8.00,459.00,0.208953,0.217063,0.225406,0.214070,null,null,null
2020-09-02T21:59:19Z,26.71,60.75,99,0,29.04,101.89,8.00,459.00,0.209734,0.216711,0.226766,0.215727,null,null,null
2020-09-02T21:59:49Z,26.68,60.69,99,0,26.14,101.89,8.00,459.00,0.208102,0.216297,0.227891,0.215172,null,null,null
2020-09-02T22:00:19Z,26.69,60.70,99,0,28.06,101.89,8.00,454.00,0.208664,0.216945,0.228172,0.215539,null,null,null
2020-09-02T22:00:49Z,26.69,60.76,99,0,28.47,101.90,8.00,454.00,0.209937,0.216781,0.227812,0.215352,null,null,null
2020-09-02T22:01:19Z,26.71,60.71,99,0,25.76,101.90,8.00,459.00,0.209484,0.216273,0.227742,0.215133,null,null,null
2020-09-02T22:01:49Z,26.69,60.71,99,0,26.31,101.90,8.00,459.00,0.210492,0.216813,0.228008,0.214398,null,null,null
2020-09-02T22:02:19Z,26.69,60.70,99,0,25.59,101.90,10.00,470.00,0.209852,0.216961,0.228055,0.215398,null,null,null
2020-09-02T22:02:49Z,26.66,60.69,99,0,39.59,101.90,10.00,470.00,0.208813,0.216156,0.227500,0.214398,null,null,null
2020-09-02T22:03:19Z,26.69,60.69,99,0,28.34,101.90,10.00,470.00,0.209211,0.217102,0.228813,0.215023,null,null,null
2020-09-02T22:03:49Z,26.71,60.67,99,0,28.39,101.90,10.00,470.00,0.208891,0.216898,0.227812,0.215258,null,null,null
2020-09-02T22:04:19Z,26.69,60.74,99,0,28.25,101.90,10.00,470.00,0.209094,0.217211,0.229312,0.215641,null,null,null
2020-09-02T22:04:49Z,26.69,60.70,99,0,27.55,101.90,10.00,470.00,0.208430,0.216609,0.227109,0.215406,null,null,null
2020-09-02T22:05:19Z,26.69,60.70,99,0,29.03,101.90,8.00,459.00,0.209453,0.216734,0.227820,0.215172,null,null,null
2020-09-02T22:05:49Z,26.69,60.71,99,0,29.16,101.90,8.00,459.00,0.209898,0.217867,0.229469,0.215367,null,null,null
2020-09-02T22:06:19Z,26.71,60.77,99,0,27.85,101.90,10.00,470.00,0.209906,0.218539,0.227883,0.215125,null,null,null
2020-09-02T22:06:49Z,26.69,60.77,99,0,28.61,101.90,10.00,470.00,0.208055,0.216484,0.229133,0.214883,null,null,null
2020-09-02T22:07:19Z,26.69,60.67,99,0,27.92,101.90,10.00,470.00,0.209047,0.217141,0.228258,0.215680,null,null,null
2020-09-02T22:07:49Z,26.68,60.72,99,0,27.30,101.90,10.00,470.00,0.208203,0.217414,0.227477,0.215016,null,null,null
2020-09-02T22:08:19Z,26.69,60.71,99,0,31.69,101.90,10.00,470.00,0.209539,0.217055,0.228766,0.214312,null,null,null
2020-09-02T22:08:49Z,26.65,60.68,99,0,26.24,101.90,10.00,470.00,0.208547,0.215984,0.227078,0.215297,null,null,null
2020-09-02T22:09:19Z,26.68,60.70,99,0,30.99,101.91,10.00,470.00,0.209133,0.217523,0.226437,0.215289,null,null,null
2020-09-02T22:09:49Z,26.68,60.75,99,0,26.53,101.91,10.00,470.00,0.208367,0.216242,0.229148,0.215422,null,null,null
2020-09-02T22:10:19Z,26.71,60.75,99,0,26.21,101.91,10.00,470.00,0.210984,0.217852,0.228164,0.214383,null,null,null
2020-09-02T22:10:49Z,26.69,60.73,99,0,27.89,101.90,10.00,470.00,0.209648,0.216813,0.228414,0.214883,null,null,null
2020-09-02T22:11:19Z,26.71,60.70,99,0,25.87,101.91,10.00,470.00,0.208813,0.216109,0.227617,0.215547,null,null,null
2020-09-02T22:11:49Z,26.72,60.71,99,0,25.73,101.91,10.00,470.00,0.210805,0.218906,0.227070,0.215500,null,null,null
2020-09-02T22:12:19Z,26.69,60.68,99,0,29.58,101.91,12.00,480.00,0.211086,0.217594,0.228734,0.215109,null,null,null
2020-09-02T22:12:49Z,26.65,60.70,99,0,26.11,101.91,12.00,480.00,0.208602,0.217836,0.227336,0.215188,null,null,null
2020-09-02T22:13:19Z,26.68,60.66,99,0,26.55,101.91,12.00,480.00,0.210109,0.217336,0.226055,0.214492,null,null,null
2020-09-02T22:13:49Z,26.69,60.71,99,0,27.34,101.91,12.00,480.00,0.209508,0.217734,0.229578,0.215469,null,null,null
2020-09-02T22:14:19Z,26.69,60.68,99,0,26.11,101.91,12.00,480.00,0.210570,0.216562,0.229656,0.215148,null,null,null
